,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Id,Churn,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
124,0388-EOPEX,Female,No,Yes,No,2,Month-to-month,Electronic check,Yes,74.4,139.4,0388-EOPEX,Yes,California,33.890046000000005,-117.455583,92503,Yes,No,Fiber optic,Yes,No,No,No,No,No
125,8205-OTCHB,Male,No,No,No,22,One year,Bank transfer (automatic),Yes,43.75,903.6,8205-OTCHB,Yes,California,33.930931,-117.36178799999999,92506,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
126,6235-VDHOM,Female,Yes,No,No,5,Month-to-month,Electronic check,No,28.45,131.05,6235-VDHOM,Yes,California,34.004379,-117.447864,92509,No,No phone service,DSL,No,Yes,No,No,No,No
127,7783-YKGDV,Female,No,No,No,12,Month-to-month,Bank transfer (automatic),Yes,99.7,1238.45,7783-YKGDV,Yes,California,33.888323,-117.277533,92518,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
128,5609-CEBID,Female,Yes,No,No,20,Month-to-month,Electronic check,Yes,94.1,1782.4,5609-CEBID,Yes,California,33.644585,-116.871544,92544,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
129,7218-HKQFK,Male,No,Yes,No,2,Month-to-month,Electronic check,Yes,94.2,167.5,7218-HKQFK,Yes,California,33.761894,-117.12086799999999,92548,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
130,4636-QRJKY,Female,No,Yes,No,6,Month-to-month,Electronic check,Yes,80.5,502.85,4636-QRJKY,Yes,California,33.755039000000004,-116.741796,92549,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
131,5956-VKDTT,Female,Yes,Yes,No,5,Month-to-month,Electronic check,Yes,74.35,334.8,5956-VKDTT,Yes,California,33.970661,-117.255039,92557,Yes,Yes,Fiber optic,No,No,No,No,No,No
132,9412-GHEEC,Male,No,No,No,40,Month-to-month,Bank transfer (automatic),No,104.8,4131.95,9412-GHEEC,Yes,California,33.581045,-117.14719,92563,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
133,0257-ZESQC,Female,Yes,Yes,No,27,Month-to-month,Bank transfer (automatic),Yes,75.2,1929.35,0257-ZESQC,Yes,California,33.828289,-117.20166599999999,92571,Yes,No,Fiber optic,Yes,No,No,No,No,No
134,6825-UYPFK,Female,No,No,No,23,Month-to-month,Bank transfer (automatic),No,75.6,1758.6,6825-UYPFK,Yes,California,33.707483,-117.200006,92586,Yes,Yes,Fiber optic,No,No,No,No,No,No
135,8397-MVTAZ,Male,No,Yes,No,34,Month-to-month,Electronic check,Yes,100.05,3480.0,8397-MVTAZ,Yes,California,33.69887,-117.25071000000001,92587,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
136,9282-IZGQK,Female,No,No,No,1,Month-to-month,Electronic check,Yes,85.0,85.0,9282-IZGQK,Yes,California,33.643095,-117.810896,92612,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
137,1342-JPNKI,Male,No,No,No,10,Month-to-month,Bank transfer (automatic),Yes,86.05,834.1,1342-JPNKI,Yes,California,33.644849,-117.68425400000001,92630,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
138,2817-NTQDO,Male,No,No,No,13,Month-to-month,Credit card (automatic),Yes,45.55,597.0,2817-NTQDO,Yes,California,33.666301000000004,-117.969501,92646,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
139,6986-IJDHX,Male,No,Yes,No,39,Month-to-month,Mailed check,Yes,86.3,3266.0,6986-IJDHX,Yes,California,33.679659,-118.016195,92648,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
140,5301-GAUUY,Male,No,No,No,32,Month-to-month,Bank transfer (automatic),Yes,80.35,2596.15,5301-GAUUY,Yes,California,33.601309,-117.902304,92661,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
141,0939-YAPAF,Female,No,No,No,35,Month-to-month,Electronic check,Yes,100.25,3527.6,0939-YAPAF,Yes,California,33.748478000000006,-117.85891799999999,92701,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
142,4710-FDUIZ,Male,No,Yes,No,56,One year,Credit card (automatic),No,100.3,5614.45,4710-FDUIZ,Yes,California,33.714828999999995,-117.872941,92707,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
143,1218-VKFPE,Female,No,Yes,No,12,Month-to-month,Mailed check,No,19.0,233.55,1218-VKFPE,Yes,California,33.830209,-117.906099,92805,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
144,3627-FHKBK,Female,No,No,No,1,Month-to-month,Mailed check,No,75.3,75.3,3627-FHKBK,Yes,California,33.837959999999995,-117.870494,92806,Yes,No,Fiber optic,Yes,No,No,No,No,No
145,2865-TCHJW,Female,Yes,No,No,4,Month-to-month,Electronic check,Yes,89.2,346.2,2865-TCHJW,Yes,California,33.848733,-117.788357,92807,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
146,5192-EBGOV,Female,Yes,No,No,1,Month-to-month,Electronic check,Yes,85.7,85.7,5192-EBGOV,Yes,California,33.924143,-117.79387,92823,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
147,0719-SYFRB,Female,No,No,No,12,Month-to-month,Mailed check,Yes,61.65,713.75,0719-SYFRB,Yes,California,33.925833000000004,-117.55963899999999,92860,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
148,3419-SNJJD,Female,Yes,Yes,No,65,Month-to-month,Bank transfer (automatic),No,105.25,6786.4,3419-SNJJD,Yes,California,33.884073,-117.732197,92887,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
149,6543-CPZMK,Male,No,Yes,No,9,Month-to-month,Electronic check,Yes,29.95,248.95,6543-CPZMK,Yes,California,34.360261,-119.30638300000001,93001,No,No phone service,DSL,No,Yes,No,No,No,No
150,4765-OXPPD,Female,No,Yes,No,9,Month-to-month,Mailed check,No,65.0,663.05,4765-OXPPD,Yes,California,34.279221,-119.22143700000001,93003,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
151,1009-IRMNA,Female,No,No,No,7,Month-to-month,Bank transfer (automatic),No,20.0,137.6,1009-IRMNA,Yes,California,34.110124,-119.100972,93041,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
152,4554-YGZIH,Male,Yes,Yes,No,49,Month-to-month,Credit card (automatic),No,90.05,4547.25,4554-YGZIH,Yes,California,34.420998,-119.60136999999999,93067,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
153,5099-BAILX,Male,Yes,Yes,No,43,Month-to-month,Bank transfer (automatic),Yes,110.75,4687.9,5099-BAILX,Yes,California,34.419203,-119.710008,93101,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
154,7207-RMRDB,Female,No,Yes,No,65,Month-to-month,Electronic check,Yes,105.5,6985.65,7207-RMRDB,Yes,California,34.437945,-119.77191,93110,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
155,4913-EHYUI,Male,Yes,Yes,No,56,One year,Bank transfer (automatic),Yes,104.55,5794.65,4913-EHYUI,Yes,California,35.869626000000004,-119.49877099999999,93201,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
156,0195-IESCP,Male,No,Yes,No,10,Month-to-month,Electronic check,Yes,85.25,855.3,0195-IESCP,Yes,California,36.315979,-119.710852,93202,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
157,4580-TMHJU,Female,No,Yes,No,43,Month-to-month,Electronic check,No,56.15,2499.3,4580-TMHJU,Yes,California,35.916942999999996,-120.129921,93204,Yes,No,DSL,No,No,No,No,Yes,No
158,0970-ETWGE,Male,No,No,No,1,Month-to-month,Electronic check,Yes,89.55,89.55,0970-ETWGE,Yes,California,35.523990999999995,-118.40043200000001,93205,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
159,1626-ERCMM,Male,Yes,Yes,No,20,Month-to-month,Electronic check,Yes,94.55,1899.65,1626-ERCMM,Yes,California,36.057458000000004,-118.591951,93208,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
160,0887-HJGAR,Male,No,No,No,1,Month-to-month,Mailed check,Yes,45.7,45.7,0887-HJGAR,Yes,California,36.186867,-120.38779299999999,93210,Yes,No,DSL,No,No,No,No,No,No
161,5644-PDMZC,Female,Yes,No,No,2,Month-to-month,Electronic check,No,89.5,161.5,5644-PDMZC,Yes,California,35.772244,-119.20968899999998,93215,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
162,9576-ANLXO,Female,No,No,No,3,Month-to-month,Bank transfer (automatic),Yes,69.55,222.3,9576-ANLXO,Yes,California,35.858053999999996,-119.305858,93219,Yes,No,Fiber optic,No,No,No,No,No,No
163,2024-BASKD,Female,No,No,No,1,Month-to-month,Mailed check,Yes,74.6,74.6,2024-BASKD,Yes,California,36.301689,-119.01823300000001,93221,Yes,No,Fiber optic,No,No,Yes,No,No,No
164,4160-AMJTL,Female,Yes,No,No,8,Month-to-month,Electronic check,No,19.65,164.3,4160-AMJTL,Yes,California,35.215731,-119.57013,93224,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
165,4464-JCOLN,Male,No,Yes,No,2,One year,Mailed check,No,19.85,35.9,4464-JCOLN,Yes,California,36.217864,-120.08011699999999,93234,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
166,5650-VDUDS,Female,No,No,No,4,Month-to-month,Mailed check,Yes,24.25,96.05,5650-VDUDS,Yes,California,35.852892,-118.397782,93238,No,No phone service,DSL,No,No,No,No,No,No
167,7538-GWHML,Female,No,No,No,2,Month-to-month,Electronic check,No,69.65,145.15,7538-GWHML,Yes,California,36.462671,-118.99729099999999,93244,Yes,No,Fiber optic,No,No,No,No,No,No
168,3859-CVCET,Female,No,No,No,4,Month-to-month,Mailed check,No,45.65,191.05,3859-CVCET,Yes,California,36.205465000000004,-119.085807,93247,Yes,No,DSL,No,No,No,No,No,No
169,3276-HDUEG,Female,No,No,No,1,Month-to-month,Mailed check,Yes,75.05,75.05,3276-HDUEG,Yes,California,34.737031,-119.46055700000001,93252,Yes,Yes,Fiber optic,No,No,No,No,No,No
170,0823-HSCDJ,Male,Yes,No,No,52,Month-to-month,Electronic check,Yes,49.15,2550.9,0823-HSCDJ,Yes,California,35.676978000000005,-118.101378,93255,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
171,0822-GAVAP,Female,No,No,No,2,Month-to-month,Electronic check,Yes,34.7,62.25,0822-GAVAP,Yes,California,35.861928000000006,-118.636698,93260,No,No phone service,DSL,No,No,No,No,No,Yes
172,1448-PWKYE,Male,No,Yes,No,1,Month-to-month,Electronic check,No,80.0,80.0,1448-PWKYE,Yes,California,35.490705,-119.286833,93263,Yes,No,Fiber optic,No,No,No,No,No,Yes
173,0067-DKWBL,Male,Yes,No,No,2,Month-to-month,Electronic check,Yes,49.25,91.1,0067-DKWBL,Yes,California,36.047414,-119.34430400000001,93272,Yes,No,DSL,Yes,No,No,No,No,No
174,2276-YDAVZ,Female,No,No,No,3,Month-to-month,Credit card (automatic),Yes,75.1,270.7,2276-YDAVZ,Yes,California,35.690535,-118.552784,93285,Yes,Yes,Fiber optic,No,No,No,No,No,No
175,5896-NPFWW,Male,No,Yes,No,3,Month-to-month,Electronic check,Yes,50.15,168.15,5896-NPFWW,Yes,California,36.37559,-119.21168899999999,93292,Yes,No,DSL,No,No,Yes,No,No,No
176,7133-VBDCG,Female,No,No,No,25,Month-to-month,Bank transfer (automatic),Yes,79.85,2015.35,7133-VBDCG,Yes,California,35.16207,-119.19448799999999,93311,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
177,1029-QFBEN,Male,No,No,No,1,Month-to-month,Mailed check,No,19.55,19.55,1029-QFBEN,Yes,California,35.236549,-120.72734399999999,93405,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
178,4952-YSOGZ,Female,No,Yes,No,4,Month-to-month,Electronic check,Yes,85.95,381.3,4952-YSOGZ,Yes,California,34.601055,-120.38291699999999,93436,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
179,1589-AGTLK,Male,No,No,No,3,Month-to-month,Electronic check,Yes,45.35,141.5,1589-AGTLK,Yes,California,34.757477,-120.55050700000001,93437,Yes,No,DSL,No,No,No,No,No,No
180,5244-IRFIH,Male,Yes,Yes,No,33,Month-to-month,Electronic check,Yes,94.5,3105.55,5244-IRFIH,Yes,California,34.758699,-120.27583899999999,93440,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
181,2684-EIWEO,Female,Yes,No,No,30,Month-to-month,Credit card (automatic),No,91.7,2758.15,2684-EIWEO,Yes,California,35.059695,-120.60474099999999,93445,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
182,6439-GTPCA,Female,No,No,No,45,Month-to-month,Electronic check,Yes,87.25,3941.7,6439-GTPCA,Yes,California,35.165668,-120.65584199999999,93449,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
183,5138-WVKYJ,Male,No,No,No,10,Month-to-month,Electronic check,No,98.55,1008.55,5138-WVKYJ,Yes,California,35.097322999999996,-118.17128799999999,93501,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
184,6683-VLCTZ,Male,Yes,No,No,20,Month-to-month,Electronic check,Yes,98.55,1842.8,6683-VLCTZ,Yes,California,35.363339,-117.63764099999999,93528,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
185,2189-WWOEW,Female,No,No,No,15,Month-to-month,Bank transfer (automatic),Yes,85.9,1269.55,2189-WWOEW,Yes,California,35.214982,-118.59048999999999,93531,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
186,1894-IGFSG,Female,No,No,No,22,Month-to-month,Electronic check,No,89.25,1907.85,1894-IGFSG,Yes,California,34.712708,-117.889656,93535,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
187,7379-POKDZ,Male,No,Yes,No,3,Month-to-month,Electronic check,Yes,70.3,208.85,7379-POKDZ,Yes,California,34.741406,-118.38111,93536,Yes,No,Fiber optic,No,No,No,No,No,No
188,0236-HFWSV,Male,No,No,No,15,Month-to-month,Electronic check,Yes,93.35,1444.65,0236-HFWSV,Yes,California,34.557711,-118.02944099999999,93552,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
189,3900-AQPHZ,Female,No,No,No,1,Month-to-month,Mailed check,No,19.9,19.9,3900-AQPHZ,Yes,California,34.445239,-117.89486799999999,93553,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
190,5842-POCOP,Female,No,Yes,No,5,Month-to-month,Mailed check,Yes,88.9,454.15,5842-POCOP,Yes,California,35.405722,-117.773354,93554,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes
191,2037-XJFUP,Male,No,Yes,No,33,One year,Electronic check,Yes,95.8,3036.75,2037-XJFUP,Yes,California,35.603913,-117.67828,93555,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
192,7314-OXENN,Male,No,No,No,2,Month-to-month,Electronic check,Yes,82.0,184.65,7314-OXENN,Yes,California,35.74837,-117.384948,93562,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
193,0322-CHQRU,Male,No,No,No,2,Month-to-month,Electronic check,No,45.35,89.5,0322-CHQRU,Yes,California,34.598221,-117.79593,93591,Yes,No,DSL,No,No,No,No,No,No
194,4678-DVQEO,Female,No,No,No,1,Month-to-month,Electronic check,Yes,52.2,52.2,4678-DVQEO,Yes,California,37.458366999999996,-119.34501100000001,93604,Yes,No,DSL,No,No,No,Yes,No,No
195,0691-IFBQW,Female,Yes,No,No,46,One year,Electronic check,Yes,110.0,4874.8,0691-IFBQW,Yes,California,36.798882,-120.01951100000001,93606,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
196,3009-JWMPU,Male,No,No,No,62,One year,Electronic check,Yes,96.75,6125.4,3009-JWMPU,Yes,California,36.397745,-120.11991100000002,93624,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
197,1450-GALXR,Female,No,No,No,10,Month-to-month,Electronic check,Yes,98.5,1058.25,1450-GALXR,Yes,California,37.027663000000004,-119.69056,93626,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
198,3138-BKYAV,Male,No,No,No,6,Month-to-month,Electronic check,Yes,85.35,489.45,3138-BKYAV,Yes,California,36.727418,-120.123526,93630,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
199,4289-DTDKW,Male,No,Yes,No,40,Month-to-month,Electronic check,Yes,101.3,4113.1,4289-DTDKW,Yes,California,36.902954,-120.194274,93637,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
200,1820-TQVEV,Male,No,No,No,1,Month-to-month,Electronic check,Yes,69.55,69.55,1820-TQVEV,Yes,California,37.004068,-119.930027,93638,Yes,No,Fiber optic,No,No,No,No,No,No
201,2239-JALAW,Male,No,No,No,58,One year,Bank transfer (automatic),Yes,103.25,6017.65,2239-JALAW,Yes,California,36.687292,-120.437354,93640,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
202,4853-RULSV,Male,No,No,No,70,Two year,Credit card (automatic),Yes,104.0,7250.15,4853-RULSV,Yes,California,36.696759,-119.024051,93641,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
203,6275-YDUVO,Female,No,No,No,2,Month-to-month,Mailed check,Yes,86.2,178.7,6275-YDUVO,Yes,California,36.600184999999996,-119.175655,93647,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
204,0115-TFERT,Male,No,Yes,No,21,Month-to-month,Electronic check,Yes,111.2,2317.1,0115-TFERT,Yes,California,36.841654999999996,-119.79711299999998,93650,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
205,2311-QYMUQ,Female,No,Yes,No,16,Month-to-month,Credit card (automatic),Yes,89.45,1430.25,2311-QYMUQ,Yes,California,36.600193,-120.153393,93660,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
206,3643-AHCFP,Male,Yes,Yes,No,7,Month-to-month,Bank transfer (automatic),Yes,95.6,644.35,3643-AHCFP,Yes,California,36.545322,-119.64228100000001,93662,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
207,3104-OWCGK,Male,No,Yes,No,60,One year,Electronic check,No,90.95,5453.4,3104-OWCGK,Yes,California,36.959731,-120.65351899999999,93665,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
208,9101-BWFSS,Female,No,Yes,No,50,One year,Electronic check,No,108.55,5610.7,9101-BWFSS,Yes,California,36.993666,-119.34826699999999,93667,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
209,9231-ZJYAM,Female,Yes,No,No,4,Month-to-month,Electronic check,Yes,78.85,292.8,9231-ZJYAM,Yes,California,36.719141,-119.20267700000001,93675,Yes,No,Fiber optic,No,No,No,No,Yes,No
210,6982-SSHFK,Male,No,No,No,1,Month-to-month,Mailed check,No,44.4,44.4,6982-SSHFK,Yes,California,36.768774,-119.76263300000001,93703,Yes,No,DSL,No,No,No,No,No,No
211,0727-BMPLR,Female,Yes,No,No,55,One year,Electronic check,Yes,100.0,5509.3,0727-BMPLR,Yes,California,36.654614,-119.903674,93706,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
212,1038-ZAGBI,Female,No,Yes,No,12,One year,Bank transfer (automatic),No,19.8,229.6,1038-ZAGBI,Yes,California,36.833002,-119.82947,93711,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
213,3027-ZTDHO,Male,No,No,No,1,Month-to-month,Electronic check,Yes,89.9,89.9,3027-ZTDHO,Yes,California,36.732694,-119.783786,93721,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
214,2382-BCKQJ,Female,No,No,No,62,One year,Electronic check,Yes,100.15,6413.65,2382-BCKQJ,Yes,California,36.092975,-121.549826,93920,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
215,2207-NHRJK,Male,No,No,No,1,Month-to-month,Electronic check,No,50.8,50.8,2207-NHRJK,Yes,California,36.460611,-121.852507,93923,Yes,No,DSL,No,Yes,No,No,No,No
216,0947-MUGVO,Male,Yes,Yes,No,20,Month-to-month,Electronic check,Yes,73.65,1463.5,0947-MUGVO,Yes,California,35.930782,-121.189757,93928,Yes,No,Fiber optic,No,Yes,No,No,No,No
217,9944-HKVVB,Female,No,No,No,3,Month-to-month,Electronic check,Yes,95.1,307.4,9944-HKVVB,Yes,California,36.220760999999996,-120.980777,93930,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
218,4124-MMETB,Male,No,No,No,22,Month-to-month,Credit card (automatic),Yes,94.65,2104.55,4124-MMETB,Yes,California,35.989792,-121.05593300000001,93932,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
219,3671-SHRSP,Male,No,Yes,No,4,Month-to-month,Mailed check,Yes,80.6,319.15,3671-SHRSP,Yes,California,36.689582,-121.758398,93933,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
220,3313-QKNKB,Male,No,Yes,No,59,One year,Electronic check,No,85.55,5084.65,3313-QKNKB,Yes,California,36.587497,-121.94481499999999,93953,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
221,5073-WXOYN,Female,No,No,No,60,Month-to-month,Electronic check,Yes,50.8,3027.4,5073-WXOYN,Yes,California,37.509366,-122.306132,94002,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
222,0207-MDKNV,Female,No,No,No,15,Month-to-month,Electronic check,No,105.1,1582.75,0207-MDKNV,Yes,California,37.691561,-122.445202,94014,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
223,9851-KIELU,Male,No,No,No,10,Month-to-month,Electronic check,Yes,110.1,1043.3,9851-KIELU,Yes,California,37.266388,-122.26308,94021,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
224,3908-BLSYF,Female,No,No,No,6,Month-to-month,Electronic check,No,83.9,497.55,3908-BLSYF,Yes,California,37.352911,-122.093002,94024,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
225,7549-MYGPK,Female,No,Yes,No,63,Month-to-month,Electronic check,Yes,100.55,6215.35,7549-MYGPK,Yes,California,37.380662,-122.086022,94040,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
226,3804-RVTGV,Male,No,Yes,No,50,Month-to-month,Bank transfer (automatic),Yes,103.85,5017.9,3804-RVTGV,Yes,California,37.419725,-122.062947,94043,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
227,9227-LUNBG,Female,No,No,No,1,Month-to-month,Electronic check,No,24.6,24.6,9227-LUNBG,Yes,California,37.22565,-122.297533,94060,No,No phone service,DSL,No,No,No,No,No,No
228,4315-MURBD,Female,No,No,No,12,Month-to-month,Bank transfer (automatic),Yes,98.9,1120.95,4315-MURBD,Yes,California,37.624435999999996,-122.43066100000001,94066,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
229,9734-YWGEX,Female,No,No,No,9,Month-to-month,Credit card (automatic),No,98.3,923.5,9734-YWGEX,Yes,California,37.654436,-122.426468,94080,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
230,2719-BDAQO,Male,No,No,No,17,Month-to-month,Electronic check,No,93.85,1625.65,2719-BDAQO,Yes,California,37.378541,-122.02045600000001,94086,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
231,0781-LKXBR,Male,Yes,No,No,9,Month-to-month,Electronic check,Yes,100.5,918.6,0781-LKXBR,Yes,California,37.7795,-122.419233,94102,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
232,1907-UBQFC,Male,Yes,No,No,10,Month-to-month,Electronic check,Yes,72.85,688.65,1907-UBQFC,Yes,California,37.791998,-122.408653,94108,Yes,No,Fiber optic,No,Yes,No,No,No,No
233,6513-EECDB,Male,Yes,Yes,No,1,Month-to-month,Electronic check,Yes,73.55,73.55,6513-EECDB,Yes,California,37.758084999999994,-122.43480100000001,94114,Yes,Yes,Fiber optic,No,No,No,No,No,No
234,7074-IEVOJ,Female,Yes,No,No,3,Month-to-month,Electronic check,Yes,79.4,205.05,7074-IEVOJ,Yes,California,37.820894,-122.369725,94130,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
235,9625-QSTYE,Female,No,No,No,13,Month-to-month,Electronic check,Yes,81.15,952.3,9625-QSTYE,Yes,California,37.746699,-122.44283300000001,94131,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
236,4750-ZRXIU,Female,Yes,No,No,4,Month-to-month,Electronic check,Yes,84.6,360.1,4750-ZRXIU,Yes,California,37.386978000000006,-122.177746,94304,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
237,6400-BWQKW,Female,No,No,No,6,Month-to-month,Electronic check,Yes,79.05,434.5,6400-BWQKW,Yes,California,37.556634,-122.317723,94402,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
238,6680-WKXRZ,Female,No,No,No,3,Month-to-month,Bank transfer (automatic),No,74.4,215.8,6680-WKXRZ,Yes,California,37.980057,-121.801599,94509,Yes,Yes,Fiber optic,No,No,No,No,No,No
239,7028-DVOIQ,Male,Yes,No,No,35,Month-to-month,Electronic check,Yes,99.05,3395.8,7028-DVOIQ,Yes,California,38.140719,-121.838298,94512,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
240,4208-UFFGW,Male,Yes,No,No,2,Month-to-month,Mailed check,No,44.95,85.15,4208-UFFGW,Yes,California,37.83323,-121.60146100000001,94514,Yes,No,DSL,No,No,No,No,No,No
241,9448-REEVD,Male,No,Yes,No,1,Month-to-month,Credit card (automatic),No,44.7,44.7,9448-REEVD,Yes,California,38.013825,-122.039144,94520,Yes,No,DSL,No,No,No,No,No,No
242,9117-SHLZX,Male,No,No,No,1,Month-to-month,Mailed check,Yes,45.7,45.7,9117-SHLZX,Yes,California,37.505767999999996,-121.96247199999999,94538,Yes,No,DSL,No,No,No,No,No,No
